created_on,text
2019-06-01,
2019-06-01,"Due largely to the use of improvised explosive devices (IEDs) and other explosives in recent military conflicts, blast-related TBI has emerged as a prominent injury sustained by warfighters. In the recent wars in Iraq and Afghanistan, traumatic brain injury (TBI) has been one of the most common types of injury sustained by soldiers and military personnel; of the ~380,000 TBIs reported in service members from 2000 to 2017, 82.3% were classified as mild (mTBI). While mTBI is associated with normal structural imaging, brief or no loss of consciousness, and rapid recovery of mental state, mTBI can nevertheless lead to persistent behavioral and cognitive effects. As in other cases of mTBI, exposure to low-level blast often does not cause immediate overt neurological effects, but may similarly lead to persistent behavioral and cognitive deficits. These effects are likely to be compounded when multiple exposures to blast and/or impact are sustained, since there is increasing evidence that multiple mTBIs can lead to chronic neurodegeneration. One common form of this deleterious outcome is frontotemporal lobar degeneration (FTLD), which is a progressive neurodegenerative process marked by atrophy of the frontal and temporal lobes, leading to frontotemporal dementia, a common form of dementia affecting behavior, cognition and language. About half of all cases of FTLD are marked by TAR-DNA binding protein (TDP-43)-positive protein inclusions. TDP-43, a DNA/RNA binding protein, controls the expression of thousands of genes and is associated with several neurodegenerative diseases including amyotrophic lateral sclerosis, Alzheimer's disease, Huntington's disease, and chronic traumatic encephalopathy. TDP-43 abnormalities have also been associated with traumatic brain injury in both pre-clinical and clinical studies. The role of TDP-43 in the manifestation of FTLD pathology in military TBI cases is currently unclear, and to date there has been only a limited number of pre-clinical studies addressing the effects of repeated blast-related mild TBI (rbTBI) in relation to FTLD and TDP-43. This review will summarize some of these findings and address the concerns and critical knowledge gaps associated with FTLD manifestation with military populations, as well as clinical findings on other forms of mTBI. "
2019-06-01,"Sports-related concussion is difficult to diagnose due to the lack of objective biomarkers. Another difficult diagnosis is chronic traumatic encephalopathy (CTE), which is currently set by a neuropathological examination at autopsy. This review aims to give an overview of potential biomarkers in the acute and chronic phase. Biomarkers for the acute phase consist of both MRI and blood markers. Variable biomarkers are studied for CTE, and PET/CT imaging taupathy shows great potential. Further studies are required for validating literature on biomarkers. "
2019-06-01,"Tau is a microtubule-associated protein involved in the regulation of axonal microtubules in neurons. In pathological conditions, it forms fibrils that are molecular hallmarks of neurological disorders known as tauopathies. In the last 2 years, cryo-EM has given unprecedented high-resolution views of Tau in both physiological and pathological conditions. We review here these new findings and put them into the context of the knowledge about Tau before this structural breakthrough. The first structures of Tau fibrils, a molecular hallmark of Alzheimer's disease (AD), were based on fibrils from the brain of an individual with AD and, along with similar patient-derived structures, have set the gold standard for the field. Cryo-EM structures of Tau fibers in three distinct diseases, AD, Pick's disease, and chronic traumatic encephalopathy, represent the end points of Tau's molecular trajectory. We propose that the recent Tau structures may call for a re-examination of databases that link different Tau variants to various forms of dementia. We also address the question of how this structural information may link Tau's functional and pathological aspects. Because this structural information on Tau was obtained in a very short period, the new structures should be viewed in light of earlier structural observations and past and present functional data to shed additional light on Tau function and dysfunction. "
2019-06-01,"To identify CSF biomarkers that are related to decreased white matter (WM) integrity and poor cognitive performance in former professional athletes with a history of multiple concussions. Concentrations of phosphorylated tau181, total tau (t-tau), and β-amyloid in the CSF were measured in 3 groups: 22 former professional athletes with multiple concussions (mean ± SD age 55.9 ± 12.2 years), 5 healthy controls (age 57.4 ± 5.2 years), and 12 participants (age 60.0 ± 6.6 years) diagnosed with Alzheimer disease (AD). All participants in the former athletes group underwent diffusion tensor imaging to determine WM tract integrity and completed neuropsychological testing. We divided the former athletes group into those with normal (<300 pg/mL) and high (>300 pg/mL) CSF t-tau. CSF t-tau in the former athletes group was significantly higher than in the healthy control group (349.3 ± 182.6 vs 188.8 ± 39.9 pg/mL,  Our findings indicate that former athletes with multiple concussions are at increased risk of elevated levels of CSF t-tau and that high CSF t-tau is associated with reduced WM integrity and worse scores on the TMT Part B. "
2019-06-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease associated with exposure to repetitive head impacts. CTE has been linked to disruptions in cognition, mood, and behavior. Unfortunately, the diagnosis of CTE can only be made post-mortem. Neuropathological evidence suggests limbic structures may provide an opportunity to characterize CTE in the living. Using 3 T magnetic resonance imaging, we compared select limbic brain regional volumes - the amygdala, hippocampus, and cingulate gyrus - between symptomatic former National Football League (NFL) players (n = 86) and controls (n = 22). Moreover, within the group of former NFL players, we examined the relationship between those limbic structures and neurobehavioral functioning (n = 75). The former NFL group comprised eighty-six men (mean age = 55.2 ± 8.0 years) with at least 12 years of organized football experience, at least 2 years of active participation in the NFL, and self-reported declines in cognition, mood, and behavior within the last 6 months. The control group consisted of men (mean age = 57.0 ± 6.6 years) with no history of contact-sport involvement or traumatic brain injury. All control participants provided neurobehavioral data. Compared to controls, former NFL players exhibited reduced volumes of the amygdala, hippocampus, and cingulate gyrus. Within the NFL group, reduced bilateral cingulate gyrus volume was associated with worse attention and psychomotor speed (r = 0.4 (right), r = 0.42 (left); both p < 0.001), while decreased right hippocampal volume was associated with worse visual memory (r = 0.25, p = 0.027). Reduced volumes of limbic system structures in former NFL players are associated with neurocognitive features of CTE. Volume reductions in the amygdala, hippocampus, and cingulate gyrus may be potential biomarkers of neurodegeneration in those at risk for CTE. "
2019-06-01,"Traumatic brain injury (TBI) is recognized as a global health problem due to its increasing occurrence, challenging treatment, and persistent impacts on brain pathophysiology. Neural cell death in patients with TBI swiftly causes inflammation in the injured brain areas, which is recognized as focal brain inflammation. Focal brain inflammation causes secondary brain injury by exacerbating brain edema and neuronal death, while also exerting divergent beneficial effects, such as sealing the damaged limitans and removing cellular debris. Recent evidence from patients with TBI and studies on animal models suggest that brain inflammation after TBI is not only restricted to the focal lesion but also disseminates to remote areas of the brain. The dissemination of inflammation has been detected within days after the primary injury and persists chronically. This state of inflammation may be related to remote complications of TBI in patients, such as hyperthermia and hypopituitarism, and may lead to progressive neurodegeneration, such as chronic traumatic encephalopathy. Future studies should focus on understanding the mechanisms that govern the initiation and propagation of brain inflammation after TBI and its impacts on post-trauma brain pathology. "
2019-06-01,"Chronic traumatic encephalopathy (CTE) is a distinct neurodegenerative disease that associated with repetitive head trauma. CTE is neuropathologically defined by the perivascular accumulation of abnormally phosphorylated tau protein in the depths of the sulci in the cerebral cortices. In advanced CTE, hyperphosphorylated tau protein deposits are found in widespread regions of brain, however the mechanisms of the progressive neurodegeneration in CTE are not fully understood. In order to identify which proteomic signatures are associated with CTE, we prepared RIPA-soluble fractions and performed quantitative proteomic analysis of postmortem brain tissue from individuals neuropathologically diagnosed with CTE. We found that axonal guidance signaling pathwayrelated proteins were most significantly decreased in CTE. Immunohistochemistry and Western blot analysis showed that axonal signaling pathway-related proteins were down regulated in neurons and oligodendrocytes and neuron-specific cytoskeletal proteins such as TUBB3 and CFL1 were reduced in the neuropils and cell body in CTE. Moreover, oligodendrocyte-specific proteins such as MAG and TUBB4 were decreased in the neuropils in both gray matter and white matter in CTE, which correlated with the degree of axonal injury and degeneration. Our findings indicate that deregulation of axonal guidance proteins in neurons and oligodendrocytes is associated with the neuropathology in CTE. Together, altered axonal guidance proteins may be potential pathological markers for CTE. "
2019-06-01,"Traumatic brain injury (TBI) is caused by a head impact with a force exceeding regular exposure from normal body movement which the brain normally can accommodate. People affected include, but are not restricted to, sport athletes in American football, ice hockey, boxing as well as military personnel. Both single and repetitive exposures may affect the brain acutely and can lead to chronic neurodegenerative changes including chronic traumatic encephalopathy associated with the development of dementia. The changes in the brain following TBI include neuroinflammation, white matter lesions, and axonal damage as well as hyperphosphorylation and aggregation of tau protein. Even though the human brain gross anatomy is different from rodents implicating different energy transfer upon impact, especially rotational forces, animal models of TBI are important tools to investigate the changes that occur upon TBI at molecular and cellular levels. Importantly, such models may help to increase the knowledge of how the pathologies develop, including the spreading of tau pathologies, and how to diagnose the severity of the TBI in the clinic. In addition, animal models are helpful in the development of novel biomarkers and can also be used to test potential disease-modifying compounds in a preclinical setting. "
2019-06-01,
2019-06-01,An amendment to this paper has been published and can be accessed via a link at the top of the paper. 
2019-06-01,"Parkinson's disease (PD) is the second most common neurodegenerative disorder characterized by the progressive loss of dopaminergic (DA) neurons in the substantia nigra pars compacta (SNpc). Rupture of lysosome is a major cellular stress condition leading to cell death in PD. We have previously shown that environmental oxidative toxins could impair autophagic flux and lysosomal functions in PD. Poloxamer 188 (P188) is an amphipathic polymer which has cytoprotective effect in traumatic brain injury and stroke. But whether Dyrk1A could rescue lysosome malfunction-mediated DA neuron death and α-synuclein aggregation in PD is still unknown. In the present study, MPTP mice models and MPP "
2019-05-01,"In the past decade, evidence has emerged suggesting a potential link between contact sport participation and increased risk of late neurodegenerative disease, in particular chronic traumatic encephalopathy. While there remains a lack of clear evidence to test the hypothesis that contact sport participation is linked to an increased incidence of dementia, there is growing public concern regarding the risk. There is, therefore, a pressing need for research to gain greater understanding of the potential risks involved in contact sports participation, and to contextualise these within holistic health benefits of sport. Football's InfluencE on Lifelong health and Dementia risk is designed as a retrospective cohort study, with the aim to analyse data from former professional footballers (FPF) in order to assess the incidence of neurodegenerative disease in this population. Comprehensive electronic medical and death records will be analysed and compared with those of a demographically matched population control cohort. As well as neurodegenerative disease incidence, all-cause, and disease-specific mortality, will be analysed in order to assess lifelong health. Cox proportional hazards models will be run to compare the data collected from FPFs to matched population controls. Approvals for study have been obtained from the University of Glasgow College of Medical, Veterinary and Life Sciences Research Ethics Committee (Project Number 200160147) and from National Health Service Scotland's Public Benefits and Privacy Panel (Application 1718-0120). "
2019-05-01,"A mechanism that describes the progression of traumatic brain injury (TBI) to end-stage chronic traumatic encephalopathy (CTE) is offered in this article. This mechanism is based upon the observed increase in the concentration of both tau protein and of human leukocyte antigen (HLA) class I proteins; the HLA increase is expressed on the cell membrane of neural cells. These events follow the inflammatory responses caused by the repetitive TBI. Associated inflammatory changes include macrophage entry into the brain parenchyma from increased permeability of the blood-brain barrier (BBB) and microglial activation at the base of the sulci. The release of interferon gamma from the microglia and macrophages induces the marked increased expression of HLA class I proteins by the neural cells and subsequent redistribution of the tau proteins to the glial and neuronal surface. In those individuals with highly expressed HLA class I C, the high level of HLA binds tau protein electrostatically. The ionic region of HLA class I C (amino acid positions 50-90) binds to the oppositely charged ionic region of tau (amino acid positions 93-133). These interactions thereby shift the cellular localization of the tau and orient the tau spatially so that the cross-linking sites of tau (275-280 and 306-311) are aligned. This alignment facilitates the cross-linking of tau to form the intracellular and extracellular microfibrils of tau, the primary physiological characteristic of tauopathy. Following endocytosis of the membrane HLA/tau complex, these microfibrils accumulate and produce a tau-storage-like disease. Therefore, tauopathy is the secondary collateral process of brain injury, resulting from the substantial increase in tau and HLA expression on neural cells. This proposed mechanism suggests several potential targets for mitigating the clinical progression of TBI to CTE. "
2019-05-01,"Concussion, or mild traumatic brain injury (mTBI), is a major public health concern, linked with persistent post-concussive syndrome, and chronic traumatic encephalopathy. At present, standard clinical imaging fails to reliably detect traumatic axonal injury associated with concussion and post-concussive symptoms. Diffusion tensor imaging (DTI) is an MR imaging technique that is sensitive to changes in white matter microstructure. Prior studies using DTI did not jointly investigate white matter microstructure in athletes, a population at high risk for concussive and subconcussive head traumas, with those in typical emergency room (ER) patients. In this study, we determine DTI scalar metrics in both ER patients and scholastic athletes who suffered concussions and compared them to those in age-matched healthy controls. In the early subacute post-concussion period, athletes demonstrated an elevated rate of regional decreases in axial diffusivity (AD) compared to controls. These regional decreases of AD were especially pronounced in the cerebellar peduncles, and were more frequent in athletes compared to the ER patient sample. The group differences may indicate differences in the mechanisms of the concussive impacts as well as possible compound effects of cumulative subconcussive impacts in athletes. The prevalence of white matter abnormality in cerebellar tracts lends credence to the hypothesis that post-concussive symptoms are caused by shearing of axons within an attention network mediated by the cerebellum, and warrant further study of the correlation between cerebellar DTI findings and clinical, neurocognitive, oculomotor, and vestibular outcomes in mTBI patients. "
2019-05-01,"Tau-related dementias appear to involve specific to each disease aggregation pathways and morphologies of filamentous tau assemblies. To understand etiology of these differences, here we elucidate molecular mechanism of formation of tau PHFs based on the PMO theory of misfolding and aggregation of pleiomorphic proteins associated with neurodegenerative diseases. In this model, fibrillization of tau is initiated by the coupled binding and folding of the MTB domains that yields antiparallel homodimers, in analogy to folding of split inteins. The free energy of binding is minimized when the antiparallel alignment brings about backbone-backbone H-bonding between the MTBD segments of similar ""strand"" propensities. To assess these propensities, a function of the NMR shielding tensors of the C "
2019-05-01,"Concussive traumatic brain injury (TBI) is the predominant type of brain injury in young adults and is a risk factor for the development of chronic traumatic encephalopathy and other neurodegenerative diseases late in life. Using a repetitive closed head injury mouse model, we found that treatment with PF04457845, a novel fatty acid amide hydrolase (FAAH) inhibitor that selectively elevated the brain levels of anandamide, improved locomotor function, learning, and memory in TBI mice examined by beam walk, Y-maze, and Morris water maze tests. The accumulation of microglia and astrocytes and the expression of proinflammatory cytokines, including interleukin (IL)-1β, IL-6, and tumor necrosis factor alpha (TNF-α), in the ipsilateral TBI mouse cortex and hippocampus were significantly reduced by drug treatment. The increased expression of amyloid precursor protein (APP), phosphorylated Tau (p-Tau), phosphorylated glycogen synthase kinase 3 beta (pGSK3β) and p35/p25 subunits and the decreased expression of the pre-synaptic proteins, synaptophysin, synaptosome-associated protein of 25 kDa (SNAP25), and cysteine string protein alpha (α-CSP), in TBI mouse brain were also normalized by PF04458745 treatment. The improved locomotor function and working memory were partially mediated by activation of both cannabinoid (CB)1 and CB2 receptors, whereas the improvement on spatial learning and memory seemed to be CB1 receptor dependent. Interestingly, the blockage of PF04457845 on the reduced expression of synaptophysin, but not SNAP25 and α-CSP, was reversed by coadministration of the CB1 receptor antagonist. These results suggest that the therapeutic effect of PF04457845 is mediated by both cannabinoid receptor dependent and independent mechanisms, and selective inhibition of FAAH possesses a great potential for the treatment of TBI. "
2019-05-01,"The recent recognition that Alzheimer disease-like pathology may be found in chronic traumatic encephalopathy (CTE) even after acute mild traumatic brain injury (mTBI) has increased the urgency of elucidating mechanisms, identifying biomarkers predictive of high risk of development of CTE, and establishing biomarker profiles indicative of impactful effects of treatments. Of the many proteins that are loaded into neuron-derived exosomes (NDEs) from damaged neurons after acute TBI, the levels of prion cellular protein (PRPc), coagulation factor XIII (XIIIa), synaptogyrin-3, IL-6, and aquaporins remain elevated for months. Prolonged heightened expression of aquaporins and IL-6 may account for the persistent central nervous system edema and inflammation of CTE. PRPc, XIIIa and synaptogyrin-3 bind and concentrate neurotoxic forms of oligomeric amyloid β peptides or P-tau for delivery into neurons at or distant from the site of trauma. Our progression factor hypothesis of CTE asserts that physiological neuronal proteins, such as PRPc, XIIIa, synaptogyrin-3, IL-6 and aquaporins, that increase in concentration in neurons and NDEs for months after acute TBI, are etiological contributors to CTE by either direct actions or by recruiting neurotoxic forms of Aβ peptides or P-tau. Such progression factors also may be useful new targets for development of drugs to prevent CTE. "
2019-05-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease that has been associated with a history of repetitive head impacts. The neuropathological diagnosis is based on a specific pattern of tau deposition with minimal amyloid-beta deposition that differs from other disorders, including Alzheimer's disease. The feasibility of detecting tau and amyloid deposition in the brains of living persons at risk for CTE has not been well studied. We used flortaucipir positron-emission tomography (PET) and florbetapir PET to measure deposition of tau and amyloid-beta, respectively, in the brains of former National Football League (NFL) players with cognitive and neuropsychiatric symptoms and in asymptomatic men with no history of traumatic brain injury. Automated image-analysis algorithms were used to compare the regional tau standardized uptake value ratio (SUVR, the ratio of radioactivity in a cerebral region to that in the cerebellum as a reference) between the two groups and to explore the associations of SUVR with symptom severity and with years of football play in the former-player group. A total of 26 former players and 31 controls were included in the analysis. The mean flortaucipir SUVR was higher among former players than among controls in three regions of the brain: bilateral superior frontal (1.09 vs. 0.98; adjusted mean difference, 0.13; 95% confidence interval [CI], 0.06 to 0.20; P<0.001), bilateral medial temporal (1.23 vs. 1.12; adjusted mean difference, 0.13; 95% CI, 0.05 to 0.21; P<0.001), and left parietal (1.12 vs. 1.01; adjusted mean difference, 0.12; 95% CI, 0.05 to 0.20; P = 0.002). In exploratory analyses, the correlation coefficients in these three regions between the SUVRs and years of play were 0.58 (95% CI, 0.25 to 0.79), 0.45 (95% CI, 0.07 to 0.71), and 0.50 (95% CI, 0.14 to 0.74), respectively. There was no association between tau deposition and scores on cognitive and neuropsychiatric tests. Only one former player had levels of amyloid-beta deposition similar to those in persons with Alzheimer's disease. A group of living former NFL players with cognitive and neuropsychiatric symptoms had higher tau levels measured by PET than controls in brain regions that are affected by CTE and did not have elevated amyloid-beta levels. Further studies are needed to determine whether elevated CTE-associated tau can be detected in individual persons. (Funded by Avid Radiopharmaceuticals and others.). "
2019-05-01,
2019-05-01,"This review recounts the definitions and research evidence supporting the multifaceted roles of neuroinflammation in the injured brain following trauma. We summarise the literature fluctuating from the protective and detrimental properties that cytokines, leukocytes and glial cells play in the acute and chronic stages of TBI, including the intrinsic factors that influence cytokine responses and microglial functions relative to genetics, sex, and age. We elaborate on the pros and cons that cytokines, chemokines, and microglia play in brain repair, specifically neurogenesis, and how such conflicting roles may be harnessed therapeutically to sustain the survival of new neurons. With a brief review of the clinical and experimental findings demonstrating early and chronic inflammation impacts on outcomes, we focus on the clinical conditions that may be amplified by neuroinflammation, ranging from acute seizures to chronic epilepsy, neuroendocrine dysfunction, dementia, depression, post-traumatic stress disorder and chronic traumatic encephalopathy. Finally, we provide an overview of the therapeutic agents that have been tested to reduce inflammation-driven secondary pathological cascades and speculate the future promise of alternative drugs. "
2019-05-01,"Chronic traumatic encephalopathy (CTE) is a progressive neurodegenerative disease thought to be caused by repetitive traumatic brain injury (TBI) and subconcussive injuries. While hyperphosphorylation of tau (p-Tau), which is attributed to astrocytic tangles (ATs) and neurofibrillary tangles, is known to be involved in CTE, there are limited neuropathological or molecular data. By utilizing repetitive mild TBI (rmTBI) mouse models, our aim was to examine the pathological changes of CTE-associated structures, specifically the ATs. Our rmTBI mouse models showed symptoms of depressive behavior and memory deficit, alongside an increased p-Tau expression in their neurons and astrocytes in both the hippocampus and cortex. rmTBI induced oxidative stress in endothelial cells and nitric oxide (NO) generation in astrocytes, which were mediated by hypoxia and increased hypoxia-inducible factor 1-α (HIF1α). There was also correlated decreased regional cerebral tissue perfusion units, mild activation of astrocytes and NFκB phosphorylation, increased expression of inducible nitric oxide synthase (iNOS), increased endothelial nitric oxide synthase (eNOS) uncoupling with decreased tetrahydrobiopterin, and increased expression of nitrotyrosine, NADPH oxidase 2 (Nox2)/nuclear factor (erythroid-derived 2) factor 2 (Nrf2) signaling proteins. Combined, these effects induced peroxynitrite formation and hyperphosphorylation of tau in the hippocampus and cortex toward the formation of ATs. Our model features molecular pathogenesis events of CTE with clinically relevant latency periods. In particular, this is the first demonstration of an increased astrocytic iNOS expression in an in vivo model. We propose a novel mechanism of uncoupled eNOS and NO contribution to Tau phosphorylation and AT formation in rmTBI brain, toward an increased molecular understanding of the pathophysiology of human CTE. "
2019-05-01,"This study determined the prevalence of chronic traumatic encephalopathy (CTE) and cortical aging-related tau astrogliopathy (ARTAG) in a European community-based population (n = 310). The frontal, parietal, and temporal cortices, representing initial stages of CTE were assessed. No case fulfilling CTE consensus criteria was found. However, isolated astroglial or neuronal tau pathologies were recognized in the depths of cortical sulci (<2%). A single case (female, 85 years) without a history of traumatic brain injury (TBI) showed combined tau-immunoreactive features confined to frontal sulci without perivascular accumulation. Another 24 cases had single tau pathologies in cortical sulci. ARTAG was identified in 117 cases (38%), with a similar regional prevalence. Gray matter ARTAG was the most common followed by subpial, white matter, and perivascular. The presence of any type of ARTAG was strongly associated with having another type of ARTAG in the same region (p < 0.05). In summary, although isolated tau pathologies in the depths of cortical sulci were identified, no case fulfilled diagnostic criteria of CTE. Cortical ARTAG in this population is common and contrasts the high prevalence of CTE in individuals with repeated mild TBI. ARTAG in isolation might not be indicative of CTE although commonalities in pathogenesis should be considered. "
2019-05-01,
2019-02-01,"Brain injury arising from head trauma is a major concern in mixed martial arts (MMA) because knockout (KO) and technical knockout (TKO) are frequent fight outcomes. Previous studies have shown a high incidence of matches ending due to strikes to the head but did not consider weight categories and female fights. This study aimed at analyzing match stoppages in MMA and the exposure to head trauma distinguished by sex and weight categories. The heavier the weight class, the greater the risk and incidence of head trauma will be, regardless of sex. Descriptive epidemiology study. Level 3. Publicly available data of 167 MMA events from 1903 fights between 2014 and 2017 were assessed, comprising 8 male and 2 female weight categories. The combined KO/TKO rates per 100 athlete-exposures in the middleweight (19.53), light heavyweight (20.8), and heavyweight (26.09) divisions were greater than previously reported for MMA. While stoppage via KO/TKO occurred in 7.9% of combats in the female strawweight division, it occurred in 52.1% of the male heavyweight fights. The male middleweight ( P = 0.001), light heavyweight ( P < 0.001), and heavyweight divisions ( P < 0.001) had an increased risk of KO/TKO due to strikes to the head by 80%, 100%, and 206%, respectively. The risk in the flyweight division decreased 62% ( P = 0.001). All categories were compared with the lightweight division. The female bantamweight category presented a 221% increased risk in matches ending due to KO/TKO compared with the strawweight division ( P = 0.012). Punches to the head were the major technique used to end a combat via KO/TKO, regardless of sex and weight class. Head injury risk and incidence varies considerably according to sex and weight category in MMA. The analysis of head trauma exposure in MMA athletes should be distinguished according to sex and weight category. "
2019-04-01,"Pathological aggregation of the transactive response DNA-binding protein of 43 kDa (TDP-43) is associated with several neurodegenerative disorders, including ALS, frontotemporal dementia, chronic traumatic encephalopathy, and Alzheimer's disease. TDP-43 aggregation appears to be largely driven by its low-complexity domain (LCD), which also has a high propensity to undergo liquid-liquid phase separation (LLPS). However, the mechanism of TDP-43 LCD pathological aggregation and, most importantly, the relationship between the aggregation process and LLPS remains largely unknown. Here, we show that amyloid formation by the LCD is controlled by electrostatic repulsion. We also demonstrate that the liquid droplet environment strongly accelerates LCD fibrillation and that its aggregation under LLPS conditions involves several distinct events, culminating in rapid assembly of fibrillar aggregates that emanate from within mature liquid droplets. These combined results strongly suggest that LLPS may play a major role in pathological TDP-43 aggregation, contributing to pathogenesis in neurodegenerative diseases. "
2019-04-01,"Subconcussive hits pose a threat to neuronal health as they have shown to induce neuronal structural damage and functional impairment without causing outward symptomology and appear to be a key contributor to an irreversible neurodegenerative disease, chronic traumatic encephalopathy (CTE). In addition, athletes can incur more than 1,000 of these hits per season. The subconcussive soccer heading model (SSHM) is a relevant, reproducible, and leading method of isolating and examining the effects of these subconcussive head impacts. By controlling variables such as ball traveling speed, the frequency of impacts, interval, ball placement to the head, as well as by measuring head impact magnitude, the SSHM provides the scientific community with a superior avenue of investigating the acute subconcussive effects on neuronal health. In this paper, we demonstrate the utility of SSHM in studying a time-course expression of neurofilament-light polypeptide (NF-L) in plasma in a repeated measures fashion. NF-L is an axonal injury marker that has previously been shown to be elevated in boxers and football players following subconcussive head trauma. Thirty-four adult aged soccer players were recruited and randomly assigned to either a soccer heading (n = 18) or kicking (n = 16) group. The heading group executed 10 headers with soccer balls projected at a velocity of 25 mph over 10 min. The kicking group followed the same protocol with 10 kicks. Plasma samples were obtained before and at 0 h, 2 h, and 24 h after heading/kicking and assessed for NF-L expressions. The heading group showed a gradual increase in plasma NF-L expression and peaked at 24 h after the heading protocol, whereas the kicking group remained consistent across the time points. These results confirmed the NF-L data from clinical field studies, encouraging the use of SSHM to validate clinical subconcussion data. "
2019-04-01,"Repeated mild traumatic brain injury (r-mTBI) can potentially manifest into chronic traumatic encephalopathy (CTE). The apolipoprotein E (APOE4) genotype, a well-recognized potent genetic risk factor in age-related neurodegenerative diseases such as Alzheimer's disease, has been linked to worse outcome after TBI in individuals who carry this allele. The underlying molecular modifications triggered by APOE genotype following r-mTBI remain elusive. We addressed the influence of APOE genotype on TBI dependent tau pathology in middle-aged mice. Using a previously established experimental mTBI protocol in a new repetitive injury paradigm, we report the pathological changes that occurred following one-month of repetitive injuries in APOE3/4 gene targeted mice. Firstly, pathological assessment demonstrated evidence of microgliosis and astrogliosis in the corpus callosum of injured animals, but there was no APOE dependent genotype effect on injury. However, in the parietal cortex Iba1-immunoreactivity was significantly increased in injured versus sham APOE3 mice, but not in APOE4 mice. No effects were observed in soluble amyloid levels with injury or interaction with genotype. APOE4 mice showed significant increases in the tau conformational marker MC1, neurofilament H, brain phospholipids, and endothelial specific oxidized low density lipoprotein receptor in cortical homogenates obtained from injured mice compared to sham counterparts. This pilot work suggests APOE3 and APOE4 specific effects following injury in a mouse model of r-mTBI. These changes may underlie the molecular changes that trigger the vulnerability and increased risk of developing neurodegenerative diseases in aged individuals exposed to repetitive mTBI. "
2019-04-01,"Measurements of dynamic deformation of the human brain, induced by external harmonic vibration of the skull, were analyzed to illuminate the mechanics of mild traumatic brain injury (TBI). Shear wave propagation velocity vector fields were obtained to illustrate the role of the skull and stiff internal membranes in transmitting motion to the brain. Relative motion between the cerebrum and cerebellum was quantified to assess the vulnerability of connecting structures. Mechanical deformation was quantified throughout the brain to investigate spatial patterns of strain and axonal stretch. Strain magnitude was generally attenuated as shear waves propagated into interior structures of the brain; this attenuation was greater at higher frequencies. Analysis of shear wave propagation direction indicates that the stiff membranes (falx and tentorium) greatly affect brain deformation during imposed skull motion as they serve as sites for both initiation and reflection of shear waves. Relative motion between the cerebellum and cerebrum was small in comparison with the overall motion of both structures, which suggests that such relative motion might play only a minor role in TBI mechanics. Strain magnitudes and the amount of axonal stretch near the bases of sulci were similar to those in other areas of the cortex, and local strain concentrations at the gray-white matter boundary were not observed. We tentatively conclude that observed differences in neuropathological response in these areas might be due to heterogeneity in the response to mechanical deformation rather than heterogeneity of the deformation itself. "
2019-04-01,"Alzheimer disease (AD) and chronic traumatic encephalopathy (CTE) involve the abnormal accumulation in the brain of filaments composed of both three-repeat (3R) and four-repeat (4R) (3R/4R) tau isoforms. To probe the molecular basis for AD's tau filament propagation and to improve detection of tau aggregates as potential biomarkers, we have exploited the seeded polymerization growth mechanism of tau filaments to develop a highly selective and ultrasensitive cell-free tau seed amplification assay optimized for AD (AD real-time quaking-induced conversion or AD RT-QuIC). The reaction is based on the ability of AD tau aggregates to seed the formation of amyloid fibrils made of certain recombinant tau fragments. AD RT-QuIC detected seeding activity in AD (n = 16) brains at dilutions as extreme as 10 "
2019-04-01,"The aim of the study was to determine the diagnostic yield of computed tomography (CT) of the brain for the investigation of psychosis. CT brain requests describing psychosis over a 7-year period at a 500-bed major metropolitan hospital were identified retrospectively. Patients were excluded if they were aged greater than 50 years or if the CT request described focal neurological findings on examination, trauma/falls or known brain tumour, demyelinating disorder, encephalopathy, seizure disorder, congenital brain anomaly, stroke or traumatic brain injury. A total of 805 patients meeting the inclusion and exclusion criteria were identified, representing the largest published study on this topic. Only 0.4% of patients (3 out of 805) had a potential cause for psychosis demonstrated on CT. None of these patients had their management altered as a result. An additional 0.6% of patients (5 out of 805) had significant pathology that was deemed unrelated to their psychosis. The diagnostic value of CT in the setting of psychosis was found to be extremely low in patients meeting the inclusion and exclusion criteria. Given the risk of ionising radiation and the expenditure of time and cost, more judicious use of CT is suggested. "
2019-04-01,"Concussion is defined as a complex pathophysiological process that affects the brain as a result of traumatic biomechanical forces. Repeated unrecovered concussions can result in chronic brain injury syndrome which is referred to in the literature today as chronic traumatic encephalopathy."" There is an exponential increase in public and political interest in this condition in the recent times resulting in a significant investment in research to improve the current understanding of the disease, ways to decrease its incidence and determine its prognosis. Broadly the research involves three main disciplines of medicine including neuropathology, neuroradiology and biological markers. Although progress has been made, to date there is no definite pathological, radiological or neurobiological marker which has shown consistent promise to make the diagnosis and prognosticate the disease. Possible reasons are multiple such as inconsistencies in the methods studies have used, different time periods in which the tests were conducted, the small numbers of subjects included in the studies, and inconsistencies in the definitions of concussion or mild traumatic brain injury. Herein, we present a comprehensive review of the current literature on this topic. Positron emission tomography scans with radioactive ligands such as T807 as an imaging biomarker, and neurofilament light and ubiquitin C-terminal hydrolase as serum biomarkers have shown some promise lately in diagnosing concussion and chronic traumatic encephalopathy and also determining their prognosis. Clin. Anat. 32:310-318, 2019. © 2018 Wiley Periodicals, Inc. "
2019-12-01,
